Date,Open,High,Low,Close,Adj Close,Volume
2021-05-25,133.41000366210938,134.8000030517578,133.00999450683594,133.22999572753906,132.50680541992188,1890600
2021-05-26,136.3000030517578,138.0,133.25,133.2899932861328,132.5664825439453,2498400
2021-05-27,133.32000732421875,138.13999938964844,133.16000366210938,137.5399932861328,136.7934112548828,3699600
2021-05-28,138.60000610351562,139.2100067138672,138.0,138.1300048828125,137.38021850585938,1264400
2021-06-01,139.1699981689453,140.32000732421875,135.57000732421875,137.1999969482422,136.4552459716797,2015800
2021-06-02,137.1199951171875,138.22000122070312,135.8800048828125,136.57000732421875,135.82867431640625,1395700
2021-06-03,136.0,136.91000366210938,135.74000549316406,136.3699951171875,135.62974548339844,1228700
2021-06-04,137.6999969482422,138.41000366210938,137.38999938964844,137.89999389648438,137.1514434814453,1069700
2021-06-07,138.08999633789062,138.5800018310547,137.3699951171875,137.64999389648438,136.90281677246094,936000
2021-06-08,138.60000610351562,138.9199981689453,137.57000732421875,138.75,137.996826171875,1143900
2021-06-09,139.1300048828125,140.3699951171875,138.8699951171875,140.1300048828125,139.36935424804688,961400
2021-06-10,140.32000732421875,143.35000610351562,140.00999450683594,143.05999755859375,142.28343200683594,1462400
2021-06-11,143.36000061035156,143.60000610351562,141.89999389648438,143.52999877929688,142.75088500976562,995100
2021-06-14,143.5,144.42999267578125,142.75999450683594,144.38999938964844,143.60621643066406,934200
2021-06-15,144.85000610351562,145.16000366210938,144.0399932861328,144.6199951171875,143.83497619628906,1035800
2021-06-16,144.66000366210938,145.0800018310547,142.9199981689453,143.58999633789062,142.81056213378906,1680800
2021-06-17,143.49000549316406,147.67999267578125,143.49000549316406,146.9199981689453,146.1224822998047,2822400
2021-06-18,146.30999755859375,146.8300018310547,144.94000244140625,145.00999450683594,144.22286987304688,3220700
2021-06-21,145.4199981689453,146.69000244140625,143.72999572753906,146.41000366210938,145.61526489257812,1266100
2021-06-22,146.3699951171875,147.67999267578125,145.8300018310547,146.6300048828125,145.83407592773438,1366200
2021-06-23,146.72000122070312,148.05999755859375,146.42999267578125,147.24000549316406,146.4407501220703,1455700
2021-06-24,147.9199981689453,148.3300018310547,146.57000732421875,146.6699981689453,145.87387084960938,1426800
2021-06-25,147.00999450683594,147.75999450683594,146.2100067138672,147.27999877929688,146.48052978515625,8445100
2021-06-28,147.6300048828125,148.0399932861328,146.42999267578125,147.92999267578125,147.12701416015625,1645000
2021-06-29,147.57000732421875,148.83999633789062,147.52999877929688,148.80999755859375,148.00222778320312,816700
2021-06-30,148.67999267578125,148.77999877929688,146.66000366210938,147.80999755859375,147.00765991210938,1259300
2021-07-01,147.77000427246094,148.3699951171875,147.00999450683594,147.7899932861328,146.98776245117188,1426500
2021-07-02,148.11000061035156,148.88999938964844,147.25,148.82000732421875,148.2067413330078,1400700
2021-07-06,149.22999572753906,149.22999572753906,148.47999572753906,148.97999572753906,148.36605834960938,1973300
2021-07-07,149.58999633789062,149.6199951171875,148.08999633789062,149.49000549316406,148.87396240234375,2286300
2021-07-08,148.07000732421875,148.9600067138672,147.27999877929688,148.8300018310547,148.21669006347656,1891700
2021-07-09,149.49000549316406,150.22999572753906,148.9199981689453,150.02999877929688,149.4117431640625,1596800
2021-07-12,150.64999389648438,151.0,149.1699981689453,149.50999450683594,148.8938751220703,1480500
2021-07-13,149.11000061035156,149.5399932861328,148.19000244140625,149.27000427246094,148.65487670898438,1456500
2021-07-14,149.86000061035156,149.8699951171875,148.4600067138672,148.6300048828125,148.01751708984375,1218500
2021-07-15,148.33999633789062,149.30999755859375,147.83999633789062,148.9600067138672,148.3461456298828,1733600
2021-07-16,149.3300018310547,149.82000732421875,148.27000427246094,148.92999267578125,148.31626892089844,2169800
2021-07-19,147.66000366210938,147.97000122070312,146.9499969482422,147.5800018310547,146.97183227539062,1835100
2021-07-20,148.4499969482422,151.25,147.8300018310547,149.3000030517578,148.68475341796875,2246000
2021-07-21,149.49000549316406,149.91000366210938,147.60000610351562,148.9499969482422,148.336181640625,2255700
2021-07-22,149.7100067138672,150.5,148.6699981689453,150.3000030517578,149.68063354492188,1972800
2021-07-23,150.58999633789062,152.41000366210938,150.42999267578125,152.30999755859375,151.6823272705078,2132000
2021-07-26,151.72999572753906,152.1699981689453,149.77000427246094,150.25,149.63082885742188,1767700
2021-07-27,149.2899932861328,150.0,148.86000061035156,149.9499969482422,149.3320770263672,2085700
2021-07-28,150.0,151.97000122070312,149.5,151.4600067138672,150.8358612060547,2179700
2021-07-29,151.99000549316406,153.4600067138672,151.4199981689453,152.6699981689453,152.0408477783203,1527300
2021-07-30,152.52000427246094,153.60000610351562,152.02000427246094,153.22999572753906,152.5985565185547,2310100
2021-08-02,154.0500030517578,154.3000030517578,152.52000427246094,153.07000732421875,152.43922424316406,1438300
2021-08-03,153.7100067138672,153.97000122070312,152.75999450683594,153.86000061035156,153.2259521484375,1859700
2021-08-04,153.9600067138672,154.7100067138672,153.49000549316406,154.27000427246094,153.63426208496094,1786700
2021-08-05,154.4600067138672,155.16000366210938,153.33999633789062,155.0399932861328,154.4010772705078,1667600
2021-08-06,154.75999450683594,155.88999938964844,154.47000122070312,155.6999969482422,155.05838012695312,1209300
2021-08-09,156.0800018310547,156.8000030517578,155.00999450683594,156.5399932861328,155.89491271972656,982900
2021-08-10,156.9199981689453,157.60000610351562,155.89999389648438,156.52000427246094,155.875,1575900
2021-08-11,156.69000244140625,156.99000549316406,155.85000610351562,156.52000427246094,155.875,1402500
2021-08-12,156.50999450683594,158.52000427246094,156.1199951171875,158.14999389648438,157.49827575683594,1376100
2021-08-13,158.39999389648438,159.27000427246094,157.38999938964844,159.22999572753906,158.57382202148438,1733200
2021-08-16,159.38999938964844,162.52000427246094,158.5,162.07000732421875,161.40213012695312,2154300
2021-08-17,161.72999572753906,161.83999633789062,159.2899932861328,160.91000366210938,160.2469024658203,2614200
2021-08-18,163.1999969482422,165.36000061035156,162.08999633789062,163.02000427246094,162.3482208251953,2860900
2021-08-19,161.74000549316406,169.0800018310547,161.61000061035156,167.6699981689453,166.97903442382812,2179600
2021-08-20,167.8300018310547,170.74000549316406,167.0500030517578,168.1300048828125,167.43716430664062,2023300
2021-08-23,169.42999267578125,170.57000732421875,168.1300048828125,170.0,169.2994384765625,2061400
2021-08-24,170.22999572753906,171.2100067138672,169.22000122070312,170.57000732421875,169.86709594726562,1238600
2021-08-25,170.07000732421875,173.5399932861328,170.07000732421875,173.3000030517578,172.58584594726562,1411800
2021-08-26,173.38999938964844,174.47000122070312,172.10000610351562,173.58999633789062,172.87464904785156,1273400
2021-08-27,174.02999877929688,175.10000610351562,172.99000549316406,173.80999755859375,173.09373474121094,1185800
2021-08-30,173.86000061035156,177.1199951171875,173.86000061035156,176.72999572753906,176.001708984375,1221400
2021-08-31,177.10000610351562,177.19000244140625,174.8300018310547,175.47000122070312,174.7469024658203,1733200
2021-09-01,175.0399932861328,175.74000549316406,174.3800048828125,175.4499969482422,174.72698974609375,1429000
2021-09-02,176.4499969482422,178.33999633789062,175.6999969482422,178.02000427246094,177.28640747070312,1194000
2021-09-03,177.6699981689453,179.57000732421875,177.02999877929688,179.27999877929688,178.5412139892578,971800
2021-09-07,179.27999877929688,179.3699951171875,176.7899932861328,177.72000122070312,176.9876251220703,1252000
2021-09-08,177.4199981689453,179.17999267578125,176.57000732421875,178.72999572753906,177.99346923828125,1174600
2021-09-09,179.07000732421875,179.36000061035156,177.02000427246094,177.22999572753906,176.49964904785156,1010000
2021-09-10,177.72000122070312,179.30999755859375,177.1699981689453,177.22999572753906,176.49964904785156,1086300
2021-09-13,177.66000366210938,178.0,170.22000122070312,172.0800018310547,171.37086486816406,2274300
2021-09-14,172.5500030517578,173.97999572753906,171.75999450683594,172.4199981689453,171.70948791503906,1337400
2021-09-15,172.07000732421875,175.1300048828125,171.38999938964844,173.7899932861328,173.07382202148438,1535300
2021-09-16,173.92999267578125,173.92999267578125,171.10000610351562,173.27999877929688,172.56593322753906,1142000
2021-09-17,173.9199981689453,177.36000061035156,172.8000030517578,173.94000244140625,173.2232208251953,2405700
2021-09-20,170.5,172.5800018310547,169.11000061035156,171.33999633789062,170.6339111328125,1599400
2021-09-21,172.3000030517578,173.60000610351562,171.19000244140625,171.44000244140625,170.73350524902344,1059800
2021-09-22,172.17999267578125,173.32000732421875,170.91000366210938,172.44000244140625,171.72938537597656,981000
2021-09-23,173.5,174.35000610351562,172.49000549316406,172.77000427246094,172.05804443359375,1654600
2021-09-24,172.08999633789062,173.0800018310547,171.1999969482422,172.39999389648438,171.68955993652344,1041900
2021-09-27,171.05999755859375,171.14999389648438,164.25999450683594,166.3800048828125,165.69436645507812,1419700
2021-09-28,164.19000244140625,164.3300018310547,158.7899932861328,159.89999389648438,159.24105834960938,2541000
2021-09-29,161.38999938964844,161.80999755859375,159.8300018310547,160.0,159.34066772460938,1268200
2021-09-30,161.22999572753906,162.47999572753906,157.4600067138672,157.52999877929688,156.88082885742188,1542800
2021-10-01,157.14999389648438,157.5,153.0500030517578,155.99000549316406,155.34718322753906,1881900
2021-10-04,155.24000549316406,156.3000030517578,151.25999450683594,152.36000061035156,151.92108154296875,1758300
2021-10-05,153.47999572753906,155.77999877929688,152.33999633789062,153.02999877929688,152.58914184570312,1494300
2021-10-06,152.5500030517578,154.25999450683594,151.6199951171875,153.64999389648438,153.2073516845703,1794700
2021-10-07,155.05999755859375,157.47999572753906,154.9600067138672,155.32000732421875,154.87255859375,1002800
2021-10-08,156.17999267578125,156.9199981689453,152.10000610351562,152.47000122070312,152.03076171875,904100
2021-10-11,151.49000549316406,152.36000061035156,149.8800048828125,150.02000427246094,149.58782958984375,1106300
2021-10-12,151.17999267578125,151.17999267578125,146.3000030517578,147.9499969482422,147.52377319335938,1809900
2021-10-13,149.0800018310547,150.8800048828125,148.74000549316406,150.22000122070312,149.78724670410156,1509100
2021-10-14,151.6199951171875,153.47999572753906,151.6199951171875,152.58999633789062,152.15040588378906,1434100
2021-10-15,153.13999938964844,153.88999938964844,152.5500030517578,153.27000427246094,152.82846069335938,1397800
2021-10-18,153.6300048828125,155.4199981689453,152.38999938964844,154.77999877929688,154.33409118652344,1183600
2021-10-19,155.9600067138672,157.4600067138672,155.5500030517578,155.6199951171875,155.1716766357422,1025500
2021-10-20,156.92999267578125,158.1199951171875,156.30999755859375,157.58999633789062,157.13600158691406,1053000
2021-10-21,157.7100067138672,158.02000427246094,154.52999877929688,156.94000244140625,156.48788452148438,1405100
2021-10-22,156.9499969482422,158.7100067138672,156.89999389648438,157.97000122070312,157.51490783691406,772200
2021-10-25,157.89999389648438,158.52000427246094,156.75,158.33999633789062,157.88385009765625,1088100
2021-10-26,159.6300048828125,159.9199981689453,157.0399932861328,158.19000244140625,157.73428344726562,1016400
2021-10-27,158.3000030517578,158.5,154.8300018310547,155.25999450683594,154.81271362304688,1472600
2021-10-28,155.97999572753906,157.7899932861328,154.19000244140625,155.75999450683594,155.311279296875,1752600
2021-10-29,155.1300048828125,157.57000732421875,154.44000244140625,157.49000549316406,157.0363006591797,1999800
2021-11-01,157.3800048828125,158.0,155.8000030517578,157.05999755859375,156.60752868652344,1329100
2021-11-02,157.5500030517578,158.0,155.44000244140625,157.85000610351562,157.395263671875,1714200
2021-11-03,158.02999877929688,158.2899932861328,154.57000732421875,158.1999969482422,157.74424743652344,1256500
2021-11-04,157.86000061035156,158.92999267578125,156.36000061035156,157.64999389648438,157.19583129882812,1015800
2021-11-05,156.57000732421875,156.80999755859375,152.42999267578125,156.41000366210938,155.95941162109375,1775500
2021-11-08,157.0,161.14999389648438,156.5500030517578,160.94000244140625,160.47634887695312,1467000
2021-11-09,160.94000244140625,162.22999572753906,159.52000427246094,159.80999755859375,159.349609375,1021000
2021-11-10,159.2100067138672,159.97999572753906,156.05999755859375,159.27999877929688,158.82115173339844,1093200
2021-11-11,160.27999877929688,161.0399932861328,157.92999267578125,158.7899932861328,158.33255004882812,935500
2021-11-12,159.72999572753906,161.05999755859375,157.7100067138672,160.8800048828125,160.41653442382812,1444800
2021-11-15,161.25,162.3300018310547,157.5,157.77999877929688,157.32546997070312,1121300
2021-11-16,157.0500030517578,163.0,156.9600067138672,161.38999938964844,160.92506408691406,1276300
2021-11-17,161.9199981689453,161.9199981689453,159.89999389648438,161.5399932861328,161.0746307373047,872400
2021-11-18,162.52999877929688,162.82000732421875,160.39999389648438,162.16000366210938,161.69284057617188,1475800
2021-11-19,163.00999450683594,165.07000732421875,162.6699981689453,164.3000030517578,163.82669067382812,1647600
2021-11-22,165.0,165.67999267578125,162.77999877929688,162.77999877929688,162.31106567382812,2110400
2021-11-23,155.88999938964844,159.32000732421875,151.77000427246094,154.77999877929688,154.33409118652344,3140600
2021-11-24,153.75999450683594,154.6699981689453,151.08999633789062,152.97000122070312,152.52932739257812,2291400
2021-11-26,153.2899932861328,159.08999633789062,151.57000732421875,152.07000732421875,151.6319122314453,1632200
2021-11-29,153.05999755859375,155.3800048828125,151.55999755859375,153.4199981689453,152.97802734375,1734600
2021-11-30,153.35000610351562,155.7100067138672,149.6999969482422,150.89999389648438,150.46527099609375,3900500
2021-12-01,151.1199951171875,152.85000610351562,148.08999633789062,148.2100067138672,147.7830352783203,1800900
2021-12-02,147.91000366210938,152.47000122070312,147.72999572753906,150.99000549316406,150.55502319335938,1514100
2021-12-03,151.82000732421875,153.0,147.72000122070312,149.3300018310547,148.89979553222656,1412600
2021-12-06,149.33999633789062,152.0399932861328,147.77999877929688,151.47000122070312,151.0336456298828,1803400
2021-12-07,152.83999633789062,156.24000549316406,152.61000061035156,153.8000030517578,153.35693359375,1422700
2021-12-08,154.75999450683594,156.38999938964844,153.9499969482422,156.30999755859375,155.8596954345703,1491500
2021-12-09,156.5,158.0,154.50999450683594,154.61000061035156,154.1645965576172,1272300
2021-12-10,154.52999877929688,156.33999633789062,154.0800018310547,156.25999450683594,155.80982971191406,1463900
2021-12-13,157.33999633789062,157.89999389648438,155.13999938964844,156.2899932861328,155.83973693847656,1413800
2021-12-14,154.88999938964844,155.74000549316406,150.10000610351562,151.8800048828125,151.4424591064453,1869100
2021-12-15,152.75999450683594,154.58999633789062,150.6199951171875,154.30999755859375,153.86546325683594,2054900
2021-12-16,154.3000030517578,155.89999389648438,150.4600067138672,150.8000030517578,150.36558532714844,2085600
2021-12-17,150.35000610351562,152.58999633789062,148.0399932861328,151.4199981689453,150.98377990722656,2628700
2021-12-20,150.75999450683594,152.17999267578125,148.5399932861328,150.4199981689453,149.98666381835938,2027200
2021-12-21,151.0,154.05999755859375,150.61000061035156,153.9600067138672,153.51646423339844,1496600
2021-12-22,154.4499969482422,157.16000366210938,154.25,156.77999877929688,156.32833862304688,1907900
2021-12-23,157.2899932861328,158.86000061035156,156.64999389648438,157.8000030517578,157.34539794921875,1411000
2021-12-27,158.82000732421875,159.83999633789062,157.19000244140625,158.74000549316406,158.28269958496094,951800
2021-12-28,159.67999267578125,159.7899932861328,158.1199951171875,159.17999267578125,158.72142028808594,764300
2021-12-29,159.8300018310547,161.38999938964844,159.17999267578125,160.64999389648438,160.1871795654297,833100
2021-12-30,161.11000061035156,162.6199951171875,160.60000610351562,160.8800048828125,160.41653442382812,771000
2021-12-31,160.35000610351562,161.4499969482422,159.52000427246094,159.64999389648438,159.19007873535156,1315500
2022-01-03,159.0,159.44000244140625,153.92999267578125,156.47999572753906,156.23471069335938,1606300
2022-01-04,155.49000549316406,155.6300048828125,149.6999969482422,151.19000244140625,150.9530029296875,2234000
2022-01-05,150.8300018310547,153.10000610351562,148.52999877929688,148.60000610351562,148.3670654296875,2370500
2022-01-06,148.85000610351562,149.9600067138672,145.5800018310547,149.1199951171875,148.88624572753906,2298300
2022-01-07,149.1199951171875,149.72999572753906,145.08999633789062,145.14999389648438,144.92247009277344,2058600
2022-01-10,143.2899932861328,145.30999755859375,140.86000061035156,145.16000366210938,144.93246459960938,2548100
2022-01-11,145.0,146.94000244140625,143.80999755859375,146.63999938964844,146.41014099121094,2194200
2022-01-12,147.8000030517578,150.38999938964844,147.5500030517578,149.50999450683594,149.275634765625,2250800
2022-01-13,149.4600067138672,149.5399932861328,144.85000610351562,145.1699981689453,144.94244384765625,1741800
2022-01-14,144.0399932861328,145.14999389648438,142.36000061035156,144.67999267578125,144.4532012939453,2225400
2022-01-18,142.4199981689453,143.24000549316406,140.33999633789062,140.47000122070312,140.2498016357422,1907400
2022-01-19,140.6699981689453,143.60000610351562,140.25999450683594,140.42999267578125,140.20986938476562,1472100
2022-01-20,141.3800048828125,143.13999938964844,139.0500030517578,139.47999572753906,139.2613525390625,1861200
2022-01-21,139.5399932861328,140.49000549316406,137.49000549316406,137.50999450683594,137.29444885253906,1878600
2022-01-24,136.3800048828125,138.49000549316406,131.27999877929688,138.1199951171875,137.9034881591797,2155300
2022-01-25,135.36000061035156,136.6199951171875,132.64999389648438,134.57000732421875,134.35906982421875,1705300
2022-01-26,135.5399932861328,138.0500030517578,132.27000427246094,133.50999450683594,133.3007049560547,1999500
2022-01-27,135.27999877929688,136.36000061035156,131.67999267578125,132.08999633789062,131.8829345703125,1715800
2022-01-28,133.0,137.39999389648438,131.22000122070312,137.05999755859375,136.84515380859375,2174800
2022-01-31,137.32000732421875,139.47000122070312,136.97000122070312,139.32000732421875,139.10162353515625,1703000
2022-02-01,140.52999877929688,141.27000427246094,138.4499969482422,141.02999877929688,140.80892944335938,1655900
2022-02-02,140.99000549316406,144.75999450683594,140.77999877929688,144.24000549316406,144.01390075683594,1475700
2022-02-03,142.0,143.77999877929688,141.00999450683594,141.7899932861328,141.56773376464844,914300
2022-02-04,141.47999572753906,142.35000610351562,139.6699981689453,141.1199951171875,140.89878845214844,1087400
2022-02-07,141.5,142.49000549316406,139.80999755859375,140.3699951171875,140.14996337890625,1444100
2022-02-08,139.11000061035156,141.41000366210938,138.2899932861328,140.80999755859375,140.5892791748047,1515400
2022-02-09,142.72999572753906,145.10000610351562,142.14999389648438,144.44000244140625,144.21359252929688,1216900
2022-02-10,141.55999755859375,144.0399932861328,140.5800018310547,141.66000366210938,141.4379425048828,1063700
2022-02-11,141.1199951171875,142.50999450683594,136.24000549316406,137.1999969482422,136.98492431640625,1321900
2022-02-14,136.9600067138672,137.69000244140625,134.10000610351562,135.2100067138672,134.99806213378906,2205300
2022-02-15,137.25,138.05999755859375,134.72999572753906,135.91000366210938,135.69696044921875,2368200
2022-02-16,135.5500030517578,135.60000610351562,132.11000061035156,135.14999389648438,134.93814086914062,3187500
2022-02-17,134.63999938964844,134.63999938964844,129.7100067138672,130.25,130.0458221435547,2577800
2022-02-18,130.5,133.42999267578125,130.0,132.0500030517578,131.84300231933594,3614100
2022-02-22,130.8699951171875,132.69000244140625,129.25999450683594,130.49000549316406,130.28546142578125,3054800
2022-02-23,129.8800048828125,134.3699951171875,125.94999694824219,126.0,125.802490234375,3938700
2022-02-24,123.69999694824219,128.6300048828125,123.05999755859375,128.14999389648438,127.94911193847656,3430200
2022-02-25,128.83999633789062,133.75,127.91999816894531,133.72999572753906,133.52037048339844,3144500
2022-02-28,132.02999877929688,132.8800048828125,129.16000366210938,130.36000061035156,130.15565490722656,3096400
2022-03-01,130.8300018310547,132.9199981689453,130.08999633789062,131.92999267578125,131.7231903076172,2634100
2022-03-02,132.67999267578125,133.9600067138672,131.8000030517578,133.16000366210938,132.95126342773438,1863100
2022-03-03,133.72999572753906,138.0,133.44000244140625,137.1699981689453,136.95497131347656,3592100
2022-03-04,135.85000610351562,137.1199951171875,132.13999938964844,133.88999938964844,133.68011474609375,3848500
2022-03-07,133.5500030517578,133.5500030517578,128.42999267578125,130.33999633789062,130.13568115234375,2376500
2022-03-08,128.63999938964844,132.5,127.54000091552734,129.32000732421875,129.11729431152344,2375500
2022-03-09,132.85000610351562,133.94000244140625,131.19000244140625,133.25999450683594,133.0511016845703,1805500
2022-03-10,131.39999389648438,134.52000427246094,131.2899932861328,134.3300018310547,134.1194305419922,1933100
2022-03-11,135.42999267578125,136.44000244140625,130.16000366210938,130.30999755859375,130.10572814941406,1815700
2022-03-14,131.0,132.25999450683594,126.9000015258789,127.58000183105469,127.38001251220703,1737100
2022-03-15,129.22000122070312,131.14999389648438,128.8699951171875,130.27999877929688,130.07577514648438,1649200
2022-03-16,131.92999267578125,135.61000061035156,131.3000030517578,135.0,134.7883758544922,1673000
2022-03-17,134.0,136.85000610351562,133.61000061035156,136.82000732421875,136.60552978515625,1167900
2022-03-18,136.2100067138672,139.38999938964844,136.2100067138672,139.1199951171875,138.90191650390625,2766600
2022-03-21,137.6300048828125,139.7899932861328,137.00999450683594,138.13999938964844,137.9234619140625,1285100
2022-03-22,138.00999450683594,140.1999969482422,137.64999389648438,139.2899932861328,139.0716552734375,1977700
2022-03-23,137.85000610351562,137.9600067138672,133.4499969482422,134.17999267578125,133.96966552734375,1337400
2022-03-24,134.88999938964844,136.5800018310547,133.58999633789062,136.41000366210938,136.19618225097656,1346700
2022-03-25,137.3000030517578,137.66000366210938,133.6999969482422,135.7100067138672,135.4972686767578,1403700
2022-03-28,136.25,137.25,134.4600067138672,135.4199981689453,135.2077178955078,1568100
2022-03-29,138.22000122070312,139.32000732421875,137.2100067138672,138.4199981689453,138.20301818847656,1608600
2022-03-30,137.92999267578125,138.22000122070312,134.52000427246094,135.4600067138672,135.24766540527344,1439800
2022-03-31,135.1699981689453,136.7899932861328,132.2899932861328,132.3300018310547,132.12257385253906,3046400
2022-04-01,134.17999267578125,134.60000610351562,131.86000061035156,133.97000122070312,133.75999450683594,1466900
2022-04-04,133.86000061035156,135.39999389648438,132.88999938964844,134.80999755859375,134.80999755859375,1388000
2022-04-05,134.08999633789062,135.4199981689453,132.85000610351562,133.25999450683594,133.25999450683594,1797200
2022-04-06,132.00999450683594,133.32000732421875,129.86000061035156,132.7100067138672,132.7100067138672,2249500
2022-04-07,132.89999389648438,137.0800018310547,132.22999572753906,135.92999267578125,135.92999267578125,1956200
2022-04-08,135.7100067138672,136.99000549316406,134.64999389648438,134.8699951171875,134.8699951171875,2070900
2022-04-11,133.22000122070312,133.8800048828125,130.4600067138672,131.25999450683594,131.25999450683594,2308200
2022-04-12,131.69000244140625,132.19000244140625,125.02999877929688,125.38999938964844,125.38999938964844,2657500
2022-04-13,125.26000213623047,128.52999877929688,124.91000366210938,128.2899932861328,128.2899932861328,2735900
2022-04-14,128.4199981689453,128.9600067138672,125.56999969482422,126.44000244140625,126.44000244140625,3360200
2022-04-18,126.44000244140625,126.75,123.12999725341797,123.83999633789062,123.83999633789062,1597100
2022-04-19,123.70999908447266,126.83000183105469,123.69999694824219,126.52999877929688,126.52999877929688,1580000
2022-04-20,127.70999908447266,130.32000732421875,126.83999633789062,129.3699951171875,129.3699951171875,2026100
2022-04-21,130.36000061035156,131.02999877929688,124.8499984741211,125.29000091552734,125.29000091552734,2177700
2022-04-22,124.7699966430664,125.0999984741211,121.1500015258789,121.31999969482422,121.31999969482422,1947200
